	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
571	8,182194928872E+017	Pain changes people.	1	1.0	0.0	0.0
574	8,19736054689366E+017	. @ARizzo44's world tour makes a pit stop in Chicago, @laurencomitor writes: https://t.co/UoexxudXrb	0	0.0	0.0	0.0
575	8,20156074930082E+017	The happier you are, the less sleep you require to function in everyday life. Sadness increases the urge to sleep more.	1	1.0	0.0	0.0
576	8,21435427571659E+017	Harvard research estimates #ACA repeal will cause 27,000 people to die every year who otherwise would have lived. https://t.co/CNDC574pYd	1	1.0	1.0	1.0
578	8,23658050833805E+017	Do conservatives know that legally taking away abortion isn't going to actually stop people from getting abortions?	1	1.0	0.0	0.0
579	8,23860023390536E+017	International students @UWS - come and meet the International Student Support team on Thursday - quizzes, Scottish food, meet new people! https://t.co/2QMAxyxG6O	0	0.0	0.0	0.0
580	8,25716354585997E+017	China: The Struggle at the Top | by Andrew J. Nathan | The New York Review of Books https://t.co/DWY8QNvvxg	1	0.0	1.0	1.0
581	8,26562278627619E+017	Apple Reports Record First Quarter Results https://t.co/IGKhTD2tg9	0	0.0	0.0	0.0
582	8,26607463831003E+017	Cownose Rays are Beaten With Bats and Suffocated by Fishermen - Stop the Slaughter https://t.co/YJvN5sol65 via @ForceChange	0	0.0	0.0	0.0
583	8,27372324533916E+017	@thehill @NormDeguere good for them then we will be spared a pile of irrelevant research.	0	0.0	0.0	0.0
585	8,2903318722551E+017	#FedEx STOP TRANSPORTING DOLPHINS Without air carriers the dolphin trade would die! #OpSeaWorld https://t.co/XOXNH6kPFT	0	0.0	0.0	0.0
586	8,31569149302231E+017	"""How Japan's New Regulations Affect Bitcoin Exchanges"" – Japan has recently overtaken the US and China as… https://t.co/t7WH5PJAvk #bitcoin"	0	0.0	0.0	0.0
587	8,32017314908406E+017	#prnewswire Additional results from pivotal RA-BEAM study published in New England https://t.co/C2iSu6FTEi	1	0.0	1.0	1.0
589	8,3340899752491E+017	@nmucklow @ctvqp Obviously. But #M103 asks for recommendations that can lead to a future bill = legilslation. Nothing to do with Trump.#Sigh	0	0.0	0.0	0.0
590	8,34208335406641E+017	Poll: Support for #marijuana growing like a weed in #Texas #WarOnDrugs https://t.co/0uCYwdUVoa	0	0.0	0.0	0.0
592	8,3517870443536E+017	The Latest: Times reports calls between Trump team, Russia https://t.co/mb95MQ65r9	0	0.0	0.0	0.0
593	8,35545584400499E+017	Innovation - Infection Control - Mathematics supports a new way to classify viruses based on structure: https://t.co/LnptAW3iii	1	1.0	1.0	1.0
594	8,3666070302507E+017	@TheDirtyPurple Those carpets are amazing and great support for British industry.	0	0.0	0.0	0.0
595	8,366789524586E+017	@delaneykingrox stop with the false name calling and debate rationally instead of playing 'cards'	0	0.0	0.0	0.0
596	8,37670504236532E+017	Please give a #FF to @CompleteKidzCiC working with children, young people & families to promote healthy lifestyles https://t.co/clZmxHQwbY	0	0.0	0.0	0.0
597	8,37671647721177E+017	Future medical perspectives: Gut bacteria will revolutionise #medicine https://t.co/nAmZqZ4UY6 @Metabolcenter @NEJM @ScienceNordic https://t.co/O8W8BgyUAb	1	1.0	1.0	1.0
598	8,38373677758562E+017	why do trains always stop on the tracks in the mornings like people don't have places to be🤦🏽‍♀️	0	0.0	0.0	0.0
600	8,39139914176479E+017	#10: RapidKetosis Premium Exogenous Ketone Supplement - Weight Loss Was Never Easier… https://t.co/OoRJlk58BA #Prepared #Foods	1	1.0	0.0	0.0
601	8,39180678629487E+017	Trump promised one of the largest military buildups ever. 3% increase from Obama's budget is barely a buildup, let alone a large one.	0	0.0	0.0	0.0
602	8,39281326121443E+017	(3) Fear of illness because of poverty is a national disgrace. It also causes huge numbers to live in a perpetual state of stress.	1	1.0	0.0	0.0
603	8,41315482867245E+017	@jafarsbutt ugh. I'm really over the mezzo drama. the root cause is always the same. they really haven't grown at all... YEAH PYTHAG ARC PLS	0	0.0	0.0	0.0
604	8,43119176210301E+017	Papehal, congrats to all spm candidates. Tak kisah la dapat result macam mana pun, keep on moving towards success and don't stop here.	0	0.0	0.0	0.0
605	8,43126626212856E+017	Hundreds of people out today to support @KGHAandE! Proud to represent this borough! https://t.co/Hr2EOsbMH2	0	0.0	0.0	0.0
606	8,44220064211632E+017	DOJ will announce it has filed federal corruption charges against Philadelphia's DA this afternoon, Inquirer reports https://t.co/r1M6Q8Lbm0	0	0.0	0.0	0.0
607	8,44594656872714E+017	Did you know we offer a residentially based Masters program? You can learn more about it here! https://t.co/yZZpLl9s2G https://t.co/BL15Jvhqs8	0	0.0	0.0	0.0
608	8,45994048796181E+017	Methane Hydrate: Killer cause of Earth's greatest mass extinction https://t.co/oqnlFrU51i warning: #Elsevier (malicious company)	1	1.0	1.0	1.0
609	8,47011162164285E+017	Police band together to show support for officer charged in Abdi death https://t.co/4lBeUo4hIS #ottnews #ottawa https://t.co/5UKIkeGzGz	0	0.0	0.0	0.0
610	8,4869704269217E+017	The power of science!!!! This is amazing. https://t.co/vXH2gnRTrP	1	0.0	1.0	1.0
611	8,50025269234741E+017	Is feminism getting closer to #neoliberalism & #capitalism today than the 70s? Nanette Funk challenges Nancy Fraser https://t.co/l0eTgsE53a	1	1.0	1.0	1.0
612	8,50770221182976E+017	California took another step towards protecting the Stanislaus, Tuolumne, Merced & lower San Joaquin Rivers. https://t.co/pI9xtTrdH0	0	0.0	0.0	0.0
613	8,5142563699234E+017	.@united The @courierjournal reports that the passenger was removed from the flight to be replaced by United airlines staff https://t.co/Nkeqk6eqkm https://t.co/z3jNnUiDJX	0	0.0	0.0	0.0
614	8,5335864247255E+017	@helldogs6615 @SenSanders Correction: stupid people in VT support Trump. Clinton got 56.68% #Trump got an utterly embarrassing 30.27% of vote. Most VTers are smart.	0	0.0	0.0	0.0
615	8,5472946686156E+017	Myth: Warm Up can Increase Vertical Jump! True or False? #nba See at : https://t.co/ZjGHyzRNGd https://t.co/jHDDRcxYnb	1	1.0	0.0	0.0
616	8,54759368062943E+017	"GOPers signing on w/ Dems or getting Dem support is just smart politics for the minority party to get things done. Not more ""bipartisan"" https://t.co/0HItNSx0C4"	0	0.0	0.0	0.0
617	8,55333006227104E+017	Seeking perfection in trading leads to massive losses https://t.co/VacaxTq2zE	1	1.0	0.0	0.0
618	8,57656545974399E+017	student athletes are a different species https://t.co/vDa7gpwZgk	1	1.0	0.0	0.0
621	8,59309059609997E+017	im gonna be an economist	0	0.0	0.0	0.0
622	8,60184097980785E+017	Remember when libs attacked @POTUS for his concealed carry stance? RIGHT AGAIN: Man stops killer. MSM won't blast this. #ThursdayThoughts https://t.co/r1rf9hpm1G	0	0.0	0.0	0.0
623	8,60957536140309E+017	13 frameworks for mastering #machinelearning https://t.co/WDy8JZwPPl via @infoworld	0	0.0	0.0	0.0
624	8,61250238052434E+017	First ice cream, a sweet treat @McDonalds #boxerdog #boxers #dogsoftwitter #dogslife #icecream #boxerworld #boxersofinstagram #puppy https://t.co/kvs5S0id9o	0	0.0	0.0	0.0
625	8,61800417470054E+017	Climate activists shut down Chase banks in Seattle. @AlisonMorrowK5 reports https://t.co/qgyBXEyTGj	0	0.0	0.0	0.0
626	8,6203095738531E+017	Lack of free will and unwillingness to exercise it are functionally equivalent.	1	1.0	0.0	0.0
627	8,62982829214507E+017	This story will tear you apart: The Last Person You’d Expect to Die in Childbirth https://t.co/2gGPOVUiv9	1	0.0	1.0	1.0
628	8,63005248062976E+017	Norwegian government strongly opposes Norw Labour Union's decision: #boycott of #Israel. We need more cooperation and dialogue, not boycott. https://t.co/vB5K4cjUaO	0	0.0	0.0	0.0
630	8,63330963123733E+017	#sports #fitness Buy Now: $33.97 Ueasy Knee pad Breathable Support Crashproof Antis... https://t.co/0Vd093Q0v1 https://t.co/MWaDuyQkbG	0	0.0	0.0	0.0
631	8,64377347507671E+017	A good start but more than information is needed to support customers to buy more healthy and less unhealthy food in supermarkets https://t.co/p3K7tlHTT9	0	0.0	0.0	0.0
632	8,6457193388673E+017	What does deficiency means to native americans?	0	0.0	0.0	0.0
634	8,64895567956029E+017	Want to fight homelessness? Prevent displacement. Research on San Mateo County out today: https://t.co/VerZkDs2jI via @UCBDisplacement	1	1.0	1.0	1.0
635	8,65345159738929E+017	Trying times doesn't mean to stop trying	0	0.0	0.0	0.0
636	8,66052305094947E+017	@Bleah_Bleah @rickkenig @Chameleon_X_ @REV_20_10 @JeffHar18906046 @sdx904x08 @DrJomaih @LogansWarning1 @lovestheworld3 @QuantaraJohn @unlimited_abu @Yadava1nonly @Truth_Tellerzz @Mitchforjesus @GodlessHussar2 @Immortal__Saint @Libtard_Police @moshakeel_h @AdamSmithFan @HamzaCule @MuslimIQ @TrueIslamUSA Moreso the first one. The issues with failing to research was more issues that encompassed our Afghanistan/Iraq situation from 2001 onward.	0	0.0	0.0	0.0
638	8,67767699908076E+017	Cycling is SAFE, it's the infrastructure & cars that are dangerous. #BicycleEquity Let's control the narrative! https://t.co/qEuuTxitj7	1	1.0	1.0	1.0
639	8,68167534532596E+017	@FerrickAnima @Ichikyo57 -exclusively for PS4 get backported to Vita/PS3 (RESOGUN) and that shit was not pretty. Inferior graphics, lower framerate, game was NOT--	0	0.0	0.0	0.0
640	8,69525137917399E+017	New this morning: Trump’s communication director Mike Dubke is leaving after submitting resignation letter, @kwelkernbc reports https://t.co/l88PZVZm3E	0	0.0	0.0	0.0
641	8,72998114449347E+017	Accidental Drowning Ruled as Cause for Missing Woman's Death https://t.co/UzQoAGFxAE https://t.co/xIk1jSzrPe	0	0.0	0.0	0.0
642	8,73937360127275E+017	@ColinKahl There has been a sharp increase in reported abuse of travellers - particularly non-whites - by CBP & ICE personnel. https://t.co/sVIYIvMNTk	1	1.0	0.0	0.0
643	8,76112200162615E+017	Craving something sweet? Here is the perfect baked summer treat https://t.co/MvOTfji0ON #baking #recipes https://t.co/anvZ7kaL7y	0	0.0	0.0	0.0
644	8,77575894629573E+017	$ORRV more and more support at 8 looking good 🔥🤟💸👀 $DOLV $OWCP $CHRO $MMEX $DEWM $SFOR $USRM $SVTE $FRZT $LGBS $FLPC $ICNB $CBIS $SIRI	0	0.0	0.0	0.0
645	8,77868250515653E+017	Making great time so a quite stop for refreshments and real bathrooms 😊 @EPSPhoenix @GreatEssexETFO https://t.co/ETuZYNNyzb	0	0.0	0.0	0.0
646	8,78021959518364E+017	European markets are a better investment than US markets, analyst says https://t.co/APHnvJROtc #Stock #Market https://t.co/ykYySyP5vH	1	1.0	0.0	0.0
647	8,78086451639894E+017	.@SRE_mx statement regarding #US President recent tweet about violence in #Mexico https://t.co/55b5KDs9iT	0	0.0	0.0	0.0
649	8,79156426467295E+017	@ananavarro He was African American. To some Republicans that is enough reason for a killing not to be murder.	0	0.0	0.0	0.0
650	8,79439969785348E+017	"@nabsta192 @KTHopkins @GeoffArsenal Nabil these sickos full stop preying on ""white"" girls. I've never heard of a Christian grooming gang preying on Muslim girls in #uk come on!"	0	0.0	0.0	0.0
651	8,79660771197768E+017	@martine95000 @C4CAnimals @argentomaris1 @RoughGuides Souless demons 😈 STOP THIS TORTURE #China #StopYuLinForever 💔	0	0.0	0.0	0.0
652	8,79799195368137E+017	leaving a toxic relationship and surrounding urself with people who treat u right & want the best for u is BEAUTIFUL 10/10 RECOMMEND !!!	0	0.0	0.0	0.0
655	8,80400448645157E+017	The Rise of bilingual #sciencejournalism #ECSJ2017 @jarimakinen @nuriajar @swaforini @fedkukso https://t.co/3P7gdyQUyb	1	0.0	0.0	1.0
657	8,82983426822996E+017	Will u help💙us w/ a RT? A project to promote peace & tolerance. https://t.co/Pj6xs5J03V #donorschoose #charity #kidsdeserveit #Mindfulness	0	0.0	0.0	0.0
659	8,84812734830981E+017	@larsiusprime IDK. There are many ways to promote a game (or a game idea). Just putting it on Steam is probably the worst :)	0	0.0	0.0	0.0
661	8,8622717278405E+017	@DrMartyFox @seanhannity Maybe Mueller had to hire only HRC donors cause Repub donors refused to be part of one-sided investigation? Still no look at BO+HRC scandals	0	0.0	0.0	0.0
662	8,86673109964685E+017	Does Stress Worsen Chemical Harms in Pregnancy? https://t.co/Rq4HC2fMXU	1	1.0	1.0	1.0
663	8,87050236530766E+017	Keep checking in on latest @ealcs1 articles. Soon roundtable on @G_A_Musila's landmark book!#MyTwitterAnniversary https://t.co/T3MqpEjemP https://t.co/AWzGFaGcOE	1	0.0	0.0	1.0
664	8,87340687343067E+017	Study finds increasing patient engagement can lower adverse events in an ICU setting: https://t.co/3InryC0kuv #ptsafety #patientengagement	1	1.0	1.0	1.0
665	8,87370991801913E+017	@gskh1237 @bjorkianrice @IndivisibleNV @IndivisibleLV @TWWNevada @SenDeanHeller STOP CRUELTY WHY UNDECIDED WHAT R U RESIGN	0	0.0	0.0	0.0
666	8,8770701010348E+017	Wonderful Wednesday!. Lakeland Village is open Wednesday 7.19.17 from 5-7. Stop by 86 4th Ave (use the number 4... https://t.co/grj10LoIsu	0	0.0	0.0	0.0
667	8,88135615929365E+017	Court Stops Illinois Law Forcing Christian Doctors and Pregnancy Centers to Promote Abortion @LifeNewsHQ https://t.co/PpdZXQ5T7e	0	0.0	0.0	0.0
669	8,88600954689524E+017	.@thedaily @WDFW #SaveSmackoutPack Incomplete investigation does not support extermination. #SaveSmackoutPack https://t.co/kYvd9ISHg6	0	0.0	0.0	0.0
670	8,89171082237936E+017	So comic book cover versions of movie posters are a trend this comic con. I'm not complaining. https://t.co/xswQ6sGzRE	0	0.0	0.0	0.0
671	8,90144022366499E+017	➙MASAKI YODA 2016/11 -don't stop it(sample)(1920kHz/24bit Quality)- https://t.co/vzRlZdySy1 #音樂 #Japan #information	0	0.0	0.0	0.0
672	8,90968094054638E+017	@KJApplegate @ribg Hey Kevin! Just to clarify, this Ring video recording is accessible by the homeowner, and he shared it with local police immediately.	0	0.0	0.0	0.0
673	8,9181372865133E+017	no matter how educated, talented, rich or cool u believe u are, how u treat people ultimately tells all	0	0.0	0.0	0.0
675	8,95644705232265E+017	CAR12 REPORTS ON BOX A CODE 111, COMPANIES IN SERVICE AND COMMAND TERMINATED	0	0.0	0.0	0.0
676	8,96277923522634E+017	Is it wrong that being able to eat as many gummy worms as I want seems to me on par with curing cancer at the moment? https://t.co/C9dpsIFy0B	0	0.0	0.0	0.0
677	8,96848697950175E+017	Results Equal Retention: Stop Selling the Wrong Thing. Discover more at Club Industry Show #CIShow https://t.co/WRwSWRiX2l via @YouTube	0	0.0	0.0	0.0
678	8,97389401822638E+017	Exclusive: Costa made three requests to leave #CFC over the course of last season, reports @MattHughesTimes https://t.co/2PtekGcB8d https://t.co/wWtwBExmGN	0	0.0	0.0	0.0
679	8,97959625504559E+017	Why the definition of polycystic ovary syndrome harms women https://t.co/ohHp3Llt8y #sciencepolicy	1	1.0	1.0	1.0
680	8,9890048338901E+017	@KookahLoves Now days many mature people who treat idol issues as serious as a world war	0	0.0	0.0	0.0
681	8,99177194223657E+017	"@AnnCoulter @trumps_feed North Korea warned that upcoming US-South Korea military exercises are ""reckless behavior"" https://t.co/VbAW4wUswW"	0	0.0	0.0	0.0
682	8,99206910846665E+017	@blynntopsfield wow lots of cancer research supports trump - no surprise	1	0.0	0.0	1.0
683	8,99488800287728E+017	gratitude is a killer antidepressant	1	1.0	0.0	0.0
684	9,00885408174572E+017	#VIP2 Box office Hit With Youths, Kids & Family Audience Full Support #VIP2BlockBuster3RdWeek #VIP2BB3rdWeek https://t.co/6VWYClcAtt	0	0.0	0.0	0.0
685	9,00929486543348E+017	Is Your Debt too Expensive? @SettleiTsoft helps debtors stop #collection calls for #FREE! #FinTech #StartUp #Miami https://t.co/sj8RNwieBr	0	0.0	0.0	0.0
686	9,01199915619152E+017	How removing statues will fix society: https://t.co/aB3IM4nDEH	0	0.0	0.0	0.0
687	9,02298014232007E+017	The @USCG alone has rescued over 1,500 people, but emergency systems are overwhelmed. Mark Strassmann reports now https://t.co/ikGYhcJU6k	0	0.0	0.0	0.0
688	9,03534472078996E+017	Maintenance Engineer - Deeside - Total Staff #defence # jobs https://t.co/TauK0kCjVE	0	0.0	0.0	0.0
691	9,06632598943945E+017	@AntoRigel That's life, stop being el gilipollas que se amarga.	0	0.0	0.0	0.0
692	9,06920210757759E+017	@ChrisLewisLLS A UL recommended publication...👍🇨🇦 straightforward and based on a successful career of SOLID Leadership and charisma.	0	0.0	0.0	0.0
693	9,07675420350448E+017	@CryptoBully Good job those tight stops were in that don't look good now	0	0.0	0.0	0.0
694	9,09231305820299E+017	SOMEONE OPTION JENNA'S ROUND THE TWIST ORAL HISTORY FOR A BOOK *IMMEDIATELY* https://t.co/e6eVDSVFVe	0	0.0	0.0	0.0
695	9,09531164981023E+017	This post will show you why it’s a real mistake to count on a cellphone when you go hiking. https://t.co/uGwCWHoipp	1	0.0	1.0	1.0
696	9,10036033378628E+017	'Disaster looms' Scheming Remainers plot to join forces with rivals to STOP BREXIT https://t.co/Z3FaiVodbn	0	0.0	0.0	0.0
697	9,11030122773385E+017	"Stocks, USDJPY Stumble After North Korean ""H-Bomb Test"" Threat Reports https://t.co/4WlIsvxL7v"	0	0.0	0.0	0.0
698	9,12204811503903E+017	US isolation on the bell curve of international opinion - Asia Times https://t.co/YdbeW9a60d	0	0.0	0.0	0.0
699	9,12801505777996E+017	@michaelkruse @maggieNYT @karaswisher Haberman enables trump in her tweets and her writings. Fahrenthold reports with accuracy and facts.	0	0.0	0.0	0.0
700	9,13722549770637E+017	Science, Meaning and the Imagination: How can we bring the human being back into our science? https://t.co/8tBo3aLRJK https://t.co/1Xezcj7Cci	1	0.0	0.0	1.0
701	9,14779556288111E+017	https://t.co/i9PZjYWVL5 Flood of support for suspended WA reverend - The Australian https://t.co/Hgl3nAYLvn	0	0.0	0.0	0.0
702	9,14961463269192E+017	Tom Petty, 66, dies of cardiac arrest: Reports https://t.co/yuhMOLM4VO	0	0.0	0.0	0.0
703	9,15199959787438E+017	@PodioSupport guys this has to stop at some point, podio is getting way too unstable. It’s affecting our business	0	0.0	0.0	0.0
705	9,1774928711474E+017	Disabled car cleared to the right shoulder in #ChulaVista on I-805 NB before H St, stop and go traffic back to Telegraph Cyn #SDtraffic	0	0.0	0.0	0.0
